Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death,IsFemale,Occupation_code_0,Occupation_code_1,Occupation_code_2,Occupation_code_3,Occupation_code_4,Occupation_code_5,Occupation_code_6,Occupation_code_7,Occupation_code_8,Occupation_code_9,Occupation_code_10,Occupation_death_mean_age,Age Group,job_safety_level
Q430795,Mari Yonehara,Japanese translator,Female,Japan,Artist,1950,2006.0,natural causes,56.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q430817,Brian G. Marsden,British astronomer,Male,United Kingdom,Astronomer,1937,2010.0,natural causes,73.0,0,0,0,0,0,0,0,1,1,1,1,1,59.6,2,1
Q430839,Miroslav Filipović,Croatian Holocaust perpetrator,Male,Independent State Of Croatia; Kingdom Of Yugoslavia,Religious figure,1915,1946.0,capital punishment,31.0,0,0,0,0,0,0,1,1,0,1,1,1,68.5,0,2
Q430846,Amelia Rosselli,Italian poet,Female,Italy; Kingdom Of Italy,Artist,1930,1996.0,suicide,66.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q430888,Dorothy Donegan,American jazz pianist,Female,United States Of America,Artist,1922,1998.0,natural causes,76.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q431015,David Koresh,American religious cult leader,Male,United States Of America,Religious leader,1959,1993.0,homicide,34.0,0,0,1,0,0,0,1,1,0,0,0,0,55.8,0,1
Q431025,Kirill Kondrashin,Russian conductor,Male,Soviet Union; Russian Empire,Conductor,1914,1981.0,natural causes,67.0,0,0,0,0,0,1,0,0,1,0,1,0,59.6,2,1
Q431041,Vladimir Vavilov,"Russian guitarist, lutenist and composer",Male,Soviet Union,Artist,1925,1973.0,natural causes,48.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q431103,Rose Laurens,French singer-songwriter,Female,France,Artist,1953,2018.0,natural causes,65.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q431116,Cyrille Regis,English footballer (1958-2018),Male,France; United Kingdom,Athlete,1958,2018.0,natural causes,60.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q431124,Maria Cole,American jazz singer; wife of Nat King Cole,Female,United States Of America,Artist,1922,2012.0,natural causes,90.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q431188,Joëlle Aubron,French militant connected to assassination of Renault president,Female,France,Terrorist,1959,2006.0,natural causes,47.0,1,0,0,0,1,0,1,1,1,1,1,0,39.8,1,0
Q431220,Peter L. Hammer,American mathematician,Male,United States Of America,Researcher,1936,2006.0,accident,70.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q431239,Rose Gray,British chef and cookery writer,Female,United Kingdom,Cook; restaurateur; chef,1939,2010.0,natural causes,71.0,1,0,1,0,1,0,0,1,0,1,1,1,71.0,2,2
Q431329,Kevin Restani,American basketball player,Male,United States Of America,Athlete,1951,2010.0,natural causes,59.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q431401,Jeff Healey,Canadian musician,Male,Canada,Artist,1966,2008.0,natural causes,42.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q431416,Rita Joe,Canadian writer,Female,Canada,Artist,1932,2007.0,natural causes,75.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q431564,Marian Seldes,"American stage, film, radio, and television actress (1928 – 2014)",Female,United States Of America,Artist,1928,2014.0,natural causes,86.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q431656,Hazel Scott,American musician (1920-1981),Female,United States Of America,Artist,1920,1981.0,natural causes,61.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q431820,Sophie Lefranc-Duvillard,French Olympic alpine skier,Female,France,Alpine skier,1971,2017.0,natural causes,46.0,1,0,0,0,0,1,0,0,1,0,0,0,40.7,1,1
Q432069,Ángel Parra,Chilean musician,Male,Chile,Artist,1943,2017.0,natural causes,74.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q432239,Pedro Lemebel,Chilean writer,Male,Chile,Artist,1952,2015.0,natural causes,63.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q432316,Donald Sinden,English actor,Male,United Kingdom; United Kingdom Of Great Britain And Ireland,Artist,1923,2014.0,natural causes,91.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q432421,Natasha Shneider,Russian musician (1956-2008),Female,United States Of America; Soviet Union,Artist,1956,2008.0,natural causes,52.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q432488,Denny Doherty,Canadian musician (1940-2007),Male,Canada,Artist,1940,2007.0,natural causes,67.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q432562,Alvino Rey,American swing era musician,Male,United States Of America,Artist,1908,2004.0,natural causes,96.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q432694,Patricia Kennedy Lawford,American socialite (1924-2006); younger sister of John F. Kennedy,Female,United States Of America,Artist,1924,2006.0,natural causes,82.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q432715,Gladys Bentley,American blues singer,Female,United States Of America,Artist,1907,1960.0,natural causes,53.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q432719,Nicole Tourneur,French writer,Female,France,Artist,1950,2011.0,natural causes,61.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q432730,Daniel Bensaïd,French philosopher,Male,France,Artist,1946,2010.0,natural causes,64.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q432732,Gail Zappa,Wife of Frank Zappa,Female,United States Of America,Businessperson,1945,2015.0,natural causes,70.0,1,0,0,0,0,0,0,0,0,1,0,1,68.5,2,2
Q432751,Loredana Nusciak,Italian actress (1942-2006),Female,Italy; Kingdom Of Italy,Artist,1942,2006.0,natural causes,64.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q432762,Anne Armstrong,American diplomat (1927-2008),Female,United States Of America,Politician,1927,2008.0,natural causes,81.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q432768,Mildred Gillars,American Nazi propagandist,Female,United States Of America,Journalist,1900,1988.0,natural causes,88.0,1,0,0,0,0,0,1,0,0,0,0,0,57.8,2,1
Q432870,Jackie Leven,"Scottish musician, poet",Male,Scotland,Artist,1950,2011.0,natural causes,61.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q432900,Mirosław Nahacz,Polish writer,Male,Poland,Artist,1984,2007.0,suicide,23.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q432924,Clark Terry,American swing and bebop musician,Male,United States Of America,Artist,1920,2015.0,natural causes,95.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q432927,Jozef Gabčík,Czechoslovak soldier,Male,Czechoslovakia,Military personnel,1912,1942.0,suicide,30.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,0,1
Q433044,Anna Neagle,English stage and film actress and singer (1904-1986),Female,United Kingdom; United Kingdom Of Great Britain And Ireland,Artist,1904,1986.0,natural causes,82.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433054,Jim Hall,"American jazz guitarist, composer",Male,United States Of America,Artist,1930,2013.0,natural causes,83.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433057,Godfrey Binaisa,Ugandan President (1920-2010),Male,Uganda,Politician,1920,2010.0,natural causes,90.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q433060,Daniel Johnston,American musician (1961-2019),Male,United States Of America,Artist,1961,2019.0,natural causes,58.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q433129,Joan Mondale,Former Second Lady of the United States,Female,United States Of America,Librarian,1930,2014.0,natural causes,84.0,1,0,0,0,0,0,0,1,1,1,1,0,84.0,2,2
Q433191,Jeanne Sauvé,Canadian politician (1922-1993),Female,Canada,Politician,1922,1993.0,natural causes,71.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q433295,Ryu Mi-yong,North Korean politician (1921-2016),Female,North Korea,Politician,1921,2016.0,natural causes,95.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q433350,Montserrat Grases,Spanish Opus Dei member,Female,Spain,Christian mystic,1941,1959.0,natural causes,18.0,1,0,1,0,0,0,0,1,1,0,1,0,18.0,0,0
Q433393,Yvonne de Gaulle,wife of Charles de Gaulle (1900-1979),Female,France,Politician,1900,1979.0,natural causes,79.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q433403,Joan Shawlee,American actress (1926-1987),Female,United States Of America,Artist,1926,1987.0,natural causes,61.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q433459,Kitty Carlisle,"American stage and screen actress, singer, and spokesperson for the arts",Female,United States Of America,Artist,1910,2007.0,natural causes,97.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433491,Valentina Giovagnini,Italian singer,Female,Italy,Artist,1980,2009.0,accident,29.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q433493,Raymond Bailey,actor (1904-1980),Male,United States Of America,Artist,1904,1980.0,natural causes,76.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433497,Marta Abba,Italian actress (1900-1988),Female,Italy; Kingdom Of Italy,Artist,1900,1988.0,natural causes,88.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433532,Madge Evans,actress (1909-1981),Female,United States Of America,Artist,1909,1981.0,natural causes,72.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433557,Inger Lise Gjørv,Norwegian politician (1938-2009),Female,Norway,Politician,1938,2009.0,natural causes,71.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q433581,Iva Hercíková,Czech writer,Female,Czech Republic,Artist,1935,2007.0,suicide,72.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433616,Susan Bernard,"American actress/model, writer and businesswoman (1948-2019)",Female,United States Of America,Artist,1948,2019.0,natural causes,71.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433661,Glenn Branca,American composer and guitarist (1948-2018),Male,United States Of America,Artist,1948,2018.0,natural causes,70.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433669,Helen Chenoweth-Hage,American politician (1938-2006),Female,United States Of America,Politician,1938,2006.0,accident,68.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q433677,Robert L. Howard,United States Army Medal of Honor recipient,Male,United States Of America,Military personnel,1939,2009.0,natural causes,70.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,2,1
Q433693,David Browning,diver,Male,United States Of America,Competitive diver,1931,1956.0,accident,25.0,0,0,0,1,0,0,1,1,1,1,0,0,64.4,0,1
Q433700,Michela Fanini,Italian racing cyclist,Female,Italy,Athlete,1973,1994.0,accident,21.0,1,0,0,0,0,0,0,0,0,0,1,1,54.9,0,1
Q433714,Flor Contemplacion,Filipina executed for murder,Female,Philippines,Domestic worker,1953,1995.0,capital punishment,42.0,1,0,1,0,1,0,0,1,1,0,1,0,42.0,1,1
Q433733,Esbjörn Svensson,Swedish jazz pianist,Male,Sweden,Artist,1964,2008.0,underwater diving,44.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q433745,Mohammad-Reza Lotfi,Iranian musician,Male,Iran,Artist,1947,2014.0,natural causes,67.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q433753,Princess Xenia Georgievna of Russia,Russian princess,Female,Soviet Union; Russian Empire,Aristocrat,1903,1965.0,natural causes,62.0,1,0,0,0,0,1,0,1,0,0,1,0,44.2,1,1
Q433820,Mario Moya Palencia,Mexican politician (1933-2006),Male,Mexico,Politician,1933,2006.0,natural causes,73.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q433856,Maurizio Arena,Italian actor (1933-1979),Male,Italy; Kingdom Of Italy,Artist,1933,1979.0,natural causes,46.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q433891,Ike Skelton,American politician (1931-2013),Male,United States Of America,Politician,1931,2013.0,natural causes,82.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q433912,Erroll Garner,American jazz pianist and composer,Male,United States Of America,Artist,1923,1977.0,natural causes,54.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q433924,Andrew Bertie,Grand Master of the Knights Hospitaller,Male,United Kingdom,Brother,1929,2008.0,natural causes,79.0,0,0,1,0,1,0,0,1,1,0,1,1,79.0,2,2
Q433989,Nat Finkelstein,American photographer,Male,United States Of America,Artist,1933,2009.0,natural causes,76.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434000,Lev Polugaevsky,chess player,Male,Soviet Union,Athlete,1934,1995.0,natural causes,61.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q434091,Julieta Campos,Mexican writer,Female,Mexico; Cuba,Artist,1932,2007.0,natural causes,75.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434095,Javier Tusell,Spanish historian (1945-2005),Male,Spain,Researcher,1945,2005.0,natural causes,60.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,1,2
Q434111,Alaina Reed Hall,American actress and singer (1946–2009) (aged 63),Female,United States Of America,Artist,1946,2009.0,natural causes,63.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q434142,Caspar Weinberger,American politician (1917-2006),Male,United States Of America,Politician,1917,2006.0,natural causes,89.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q434146,Alfonso López Trujillo,Catholic cardinal,Male,Colombia,Religious figure,1935,2008.0,natural causes,73.0,0,0,0,0,0,0,1,1,0,1,1,1,68.5,2,2
Q434183,Ellen Meiksins Wood,American marxist scholar,Female,United States Of America,Researcher,1942,2016.0,natural causes,74.0,1,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q434224,Bart Bok,Dutch-American astronomer,Male,United States Of America; Kingdom Of The Netherlands,Astronomer,1906,1983.0,natural causes,77.0,0,0,0,0,0,0,0,1,1,1,1,1,59.6,2,1
Q434294,Ginette Garcin,French actress,Female,France,Artist,1928,2010.0,natural causes,82.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434324,Ann Todd,British actress (1909-1993),Female,United Kingdom,Artist,1909,1993.0,natural causes,84.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434368,Ralph MacDonald,"Trinbagonian-American percussionist, songwriter, musical arranger, record producer, steelpan virtuoso and philanthropist",Male,United States Of America,Artist,1944,2011.0,natural causes,67.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434397,Peter Seiichi Shirayanagi,Cardinal priest from Japan,Male,Japan,Religious figure,1928,2009.0,natural causes,81.0,0,0,0,0,0,0,1,1,0,1,1,1,68.5,2,2
Q434409,Georgy Shonin,Soviet cosmonaut,Male,Soviet Union,Military personnel,1935,1997.0,natural causes,62.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,1,1
Q434453,Inger Stevens,actress (1934-1970),Female,United States Of America; Sweden,Artist,1934,1970.0,suicide,36.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q434489,Iona Brown,British violinist and conductor,Female,United Kingdom,Conductor,1941,2004.0,natural causes,63.0,1,0,0,0,0,1,0,0,1,0,1,0,59.6,1,1
Q434501,Greg Morris,American actor,Male,United States Of America,Artist,1933,1996.0,natural causes,63.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q434502,Mae Questel,actress (1908-1998),Female,United States Of America,Artist,1908,1998.0,natural causes,90.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434528,Katarzyna Sobczyk,Polish singer,Female,Poland,Artist,1945,2010.0,natural causes,65.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q434573,Véra Clouzot,Brazilian-French actress,Female,France; Brazil,Artist,1913,1960.0,natural causes,47.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q434604,Sławomir Petelicki,Polish general,Male,Poland,Military personnel,1946,2012.0,suicide,66.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,1,1
Q434606,Anca Petrescu,Romanian architect and politician (1949-2013),Female,Romania,Politician,1949,2013.0,accident,64.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q434641,Henri Michel,French association football player and manager (1947-2018),Male,France,Athlete,1947,2018.0,natural causes,71.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,2,1
Q434669,Phyllis Schlafly,American activist (1924-2016),Female,United States Of America,Artist,1924,2016.0,natural causes,92.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434680,Nava Semel,Israeli writer,Female,Israel,Artist,1954,2017.0,natural causes,63.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q434711,Jackie Fairweather,Australian triathlete and long-distance runner,Female,Australia,Athlete,1967,2014.0,suicide,47.0,1,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q434715,Bruce Geller,American television producer and writer (1930-1978),Male,United States Of America,Artist,1930,1978.0,accident,48.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q434746,Otto Arosemena,President of Ecuador (1966 - 1968),Male,Ecuador,Politician,1925,1984.0,natural causes,59.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q434805,Augusto Boal,Brazilian writer,Male,Brazil,Researcher,1931,2009.0,natural causes,78.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q434809,Beth Howland,American musical theatre and television actress,Female,United States Of America,Artist,1941,2015.0,natural causes,74.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434828,Michael Harrington,American political writer (1928-1989),Male,United States Of America,Artist,1928,1989.0,natural causes,61.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q434846,Roy Sullivan,American park ranger,Male,United States Of America,Park ranger,1912,1983.0,suicide,71.0,0,0,1,0,1,0,0,1,1,1,1,0,71.0,2,2
Q434889,Bob May,"American actor, stuntman (1939-2009)",Male,United States Of America,Artist,1939,2009.0,natural causes,70.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434892,Marta Lynch,Argentine writer,Female,Argentina,Artist,1925,1985.0,suicide,60.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q434926,Anatoly Rybakov,Russian writer,Male,Russia; Soviet Union; Russian Empire,Artist,1911,1998.0,natural causes,87.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q434951,Haim Yosef Zadok,Israeli politician (1913-2002),Male,Israel,Politician,1913,2002.0,natural causes,89.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,2,1
Q435001,Xiangzhong Yang,American scientist,Male,United States Of America,Researcher,1959,2009.0,natural causes,50.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,1,2
Q435048,Johanna Sällström,Swedish actress (1974-2007),Female,Sweden,Artist,1974,2007.0,suicide,33.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q435124,Alexander Godunov,Russian-American dancer and actor (1949-1995),Male,United States Of America; Soviet Union,Artist,1949,1995.0,natural causes,46.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q435195,Arthur M. Schlesinger,"American historian, social critic, and public intellectual",Male,United States Of America,Researcher,1917,2007.0,natural causes,90.0,0,0,0,0,0,0,0,0,0,1,0,0,68.7,2,2
Q435203,Katharine Graham,"American publisher, editor and author",Female,United States Of America,Artist,1917,2001.0,accident,84.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q435208,Florence Arthaud,French sailor,Female,France,Navigator; skipper,1957,2015.0,accident,58.0,1,0,1,0,1,0,0,1,1,1,1,1,58.0,1,1
Q435241,Dorothy Fields,American librettist and lyricist (1905-1974),Female,United States Of America,Artist,1905,1974.0,natural causes,69.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q435247,June Pointer,American musician,Female,United States Of America,Artist,1953,2006.0,natural causes,53.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q435324,Princess Christina of the Netherlands,Dutch princess (1947-2019),Female,Kingdom Of The Netherlands,Artist,1947,2019.0,natural causes,72.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q435488,Franco Ballerini,Italian racing cyclist,Male,Italy,Athlete,1964,2010.0,accident,46.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q435532,Mae Clarke,actress (1910-1992),Female,United States Of America,Artist,1910,1992.0,natural causes,82.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q435540,Rina Zelyonaya,Soviet actress (1901-1991),Female,Soviet Union; Russian Empire,Artist,1901,1991.0,natural causes,90.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q435552,Lightnin' Hopkins,"American country blues singer, songwriter and guitarist",Male,United States Of America,Artist,1912,1982.0,natural causes,70.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q435600,Jimmy Reed,American blues musician and songwriter,Male,United States Of America,Artist,1925,1976.0,natural causes,51.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q435665,Milt Jackson,American musician,Male,United States Of America,Artist,1923,1999.0,natural causes,76.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q435669,Janet Margolin,American actress,Female,United States Of America,Artist,1943,1993.0,natural causes,50.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q435686,Jérôme Lejeune,French pediatrician and geneticist,Male,France,Physician,1926,1994.0,natural causes,68.0,0,0,0,0,0,0,1,1,0,1,0,1,62.6,2,1
Q435696,Melissa Mathison,film producer of Disney,Female,United States Of America,Artist,1950,2015.0,natural causes,65.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q435857,Mary Wells,American pop/soul singer,Female,United States Of America,Artist,1943,1992.0,natural causes,49.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q435875,Krešimir Ćosić,basketball player,Male,Croatia; Yugoslavia,Athlete,1948,1995.0,natural causes,47.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,1,1
Q435920,Rod Serling,"American screenwriter, playwright, television producer, and narrator",Male,United States Of America,Artist,1924,1975.0,natural causes,51.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q435962,Paola Borboni,Italian actress (1900-1995),Female,Italy; Kingdom Of Italy,Artist,1900,1995.0,natural causes,95.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436022,Jean Parker,American actress,Female,United States Of America,Artist,1915,2005.0,natural causes,90.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436069,Guy Stockwell,American actor,Male,United States Of America,Artist,1933,2002.0,natural causes,69.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436070,Percy Williams,Canadian athlete,Male,Canada,Military personnel,1908,1982.0,suicide,74.0,0,0,0,0,0,0,0,0,1,1,1,0,51.9,2,1
Q436107,Althea Flynt,Magazine publisher,Female,United States Of America,Publisher,1953,1987.0,accident,34.0,1,0,0,0,0,1,1,0,1,0,1,1,61.7,0,1
Q436109,Janet Rowley,American human geneticist,Female,United States Of America,Teacher,1925,2013.0,natural causes,88.0,1,0,0,0,0,0,0,0,0,1,1,1,68.8,2,2
Q436131,Neil Postman,American writer and academic,Male,United States Of America,Artist,1931,2003.0,natural causes,72.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436135,Eyvind Earle,American artist (1916-2000),Male,United States Of America,Artist,1916,2000.0,natural causes,84.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436139,Harrison Dillard,American athlete,Male,United States Of America,Athlete,1923,2019.0,natural causes,96.0,0,0,0,0,0,0,0,0,0,0,1,1,54.9,2,1
Q436187,George Raft,American actor,Male,United States Of America,Artist,1901,1980.0,natural causes,79.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436209,Freddie King,American blues guitarist and singer,Male,United States Of America,Artist,1934,1976.0,natural causes,42.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q436317,Giulio Bosetti,Italian actor and director,Male,Italy; Kingdom Of Italy,Artist,1930,2009.0,natural causes,79.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436419,Karla Faye Tucker,American murderer executed by the U.S. state of Texas,Female,United States Of America,Criminal,1959,1998.0,capital punishment,39.0,1,0,0,0,0,1,1,1,0,1,0,0,53.9,0,1
Q436430,Marie-Rose Morel,Belgian politician (1972-2011),Female,Belgium,Politician,1972,2011.0,natural causes,39.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,0,1
Q436571,Belinda Emmett,Australian actress (1974-2006),Female,Australia,Artist,1974,2006.0,natural causes,32.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,0,1
Q436673,Grazyna Miller,"Polish writer, poet, translator",Female,Poland; Italy,Artist,1957,2009.0,natural causes,52.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q436678,Danielle Gaubert,French actress (1943-1987),Female,France,Artist,1943,1987.0,natural causes,44.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q436748,Margaret Furse,English costume designer,Female,United Kingdom; United Kingdom Of Great Britain And Ireland,Costume designer,1911,1974.0,natural causes,63.0,1,0,0,1,0,1,1,1,1,1,1,1,68.7,1,2
Q436750,Collin Wilcox,American actress,Female,United States Of America,Artist,1935,2009.0,natural causes,74.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436784,Joel McCrea,American actor (1905-1990),Male,United States Of America,Artist,1905,1990.0,natural causes,85.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436789,Diana Douglas,actress from Bermuda (1923-2015),Female,United States Of America,Artist,1923,2015.0,natural causes,92.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436800,Marc Simenon,French film director,Male,France,Artist,1939,1999.0,accident,60.0,0,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q436894,Annabella,French cinema actress,Female,France,Artist,1907,1996.0,natural causes,89.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436897,Bill Orton,American politician (1948-2009),Male,United States Of America,Politician,1948,2009.0,accident,61.0,0,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q436910,Pauline Kael,American film critic,Female,United States Of America,Artist,1919,2001.0,natural causes,82.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q436947,Lydie Schmit,Luxembourgian politician (1939-1988),Female,Luxembourg,Politician,1939,1988.0,natural causes,49.0,1,0,0,0,0,0,0,0,0,0,1,0,65.1,1,1
Q436960,Inga Nielsen,Danish opera soprano,Female,Denmark,Artist,1946,2008.0,natural causes,62.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q436978,Solveig Dommartin,French-German actress,Female,France,Artist,1961,2007.0,natural causes,46.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,1,1
Q436996,Emmanuelle Riva,French actress (1927-2017),Female,France,Artist,1927,2017.0,natural causes,90.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
Q437015,Minnie Pearl,American comedian and country singer,Female,United States Of America,Artist,1912,1996.0,natural causes,84.0,1,0,0,0,0,0,0,0,0,0,0,1,64.7,2,1
